DATE;DAY;MONTH;WEEKDAY;PM2.5(AQI);PM10(AQI);O3(AQI);NO2(AQI);SO2(AQI);PRECIPITATIONS(mm);TAVG(C);TMAX(C);TMIN(C);PRESSURE(hPa);WINDSPEED(km/h);HUMIDITY(percentage)
12/02/2019;12;2;2;41;31;22;40;6;0;6.4;14.8;-1.4;1031.0;10.0;60.8
13/02/2019;13;2;3;62;32;20;37;6;0;6.3;16.7;-1.6;1032.5;5.9;66.1
14/02/2019;14;2;4;62;39;15;44;6;0;5.8;14.9;-2;1031.9;5.9;68.9
15/02/2019;15;2;5;75;35;33;26;5;0;6.3;16.7;-2.2;1031.3;6.1;64.9
16/02/2019;16;2;6;66;22;34;25;4;0;8.2;18.1;0.1;1028.1;5.6;69.0
17/02/2019;17;2;7;47;29;20;32;5;0;6.4;17.1;-2.2;1026.7;9.3;55.0
18/02/2019;18;2;1;55;40;25;36;4;0;6.4;14.7;-0.6;1022.1;6.2;54.0
19/02/2019;19;2;2;65;47;28;41;4;0;7.4;16;0.4;1020.4;6.3;67.6
20/02/2019;20;2;3;69;51;30;40;4;0;7.2;15.9;0.1;1022.0;5.6;69.1
21/02/2019;21;2;4;72;48;28;47;6;0;8;17.9;-0.3;1026.7;6.0;71.6
22/02/2019;22;2;5;68;44;24;45;5;0;8.1;19.4;-1.5;1031.6;5.8;62.8
23/02/2019;23;2;6;67;41;39;29;4;0;7.8;19.6;-2.3;1031.8;6.6;54.8
24/02/2019;24;2;7;66;41;30;49;6;0;9.9;20;1.2;1029.6;6.3;53.4
25/02/2019;25;2;1;68;46;31;41;4;0;9.7;19.9;0.5;1032.2;6.1;56.1
26/02/2019;26;2;2;72;31;33;43;4;0;10.3;21.3;1.1;1030.7;6.9;61.6
27/02/2019;27;2;3;52;32;24;50;5;0;10.4;20.9;0.1;1029.8;7.7;51.2
28/02/2019;28;2;4;55;32;38;37;4;0;9.9;20.5;0;1027.4;6.4;37.5
01/03/2019;1;3;5;60;28;35;33;4;0;11;20.6;1;1027.2;5.6;54.5
02/03/2019;2;3;6;60;30;35;29;4;0;12;20.7;3.3;1024.0;5.7;50.5
03/03/2019;3;3;7;55;31;34;20;3;0;11.6;21.2;0.7;1025.4;6.0;56.3
04/03/2019;4;3;1;39;23;37;19;2;0;12.6;16.9;8.4;1020.1;15.3;55.4
05/03/2019;5;3;2;29;19;30;21;3;0;12.2;16.4;8.8;1017.9;20.1;61.9
06/03/2019;6;3;3;30;12;35;23;3;12.1;11.2;13.3;7.1;1011.7;19.6;62.6
07/03/2019;7;3;4;23;18;27;29;4;0;8.2;12.8;1.8;1011.4;21.9;79.4
08/03/2019;8;3;5;46;20;33;28;4;0;10.1;16.3;3.3;1018.1;12.4;68.7
09/03/2019;9;3;6;57;27;26;27;4;0;10.4;19.8;1.4;1027.6;5.1;65.5
10/03/2019;10;3;7;69;19;30;25;4;0;12.6;23.4;2.5;1031.5;4.8;65.4
11/03/2019;11;3;1;57;22;34;31;4;0;13.3;20.4;6.4;1027.9;5.9;60.7
12/03/2019;12;3;2;60;26;36;21;5;0;12.4;22.4;1.5;1029.3;7.1;57.6
13/03/2019;13;3;3;72;28;31;30;4;0;10.7;15.5;5.6;1023.1;16.6;51.0
14/03/2019;14;3;4;79;33;27;45;5;0;9.3;19;-0.1;1030.0;12.4;47.7
15/03/2019;15;3;5;77;40;37;32;4;0;11.8;24.3;0.5;1028.8;6.9;46.7
16/03/2019;16;3;6;89;36;33;24;3;0;14.4;25.3;2.1;1024.8;6.5;43.4
17/03/2019;17;3;7;81;32;34;19;4;0;12.3;21.3;2.2;1017.9;7.8;38.7
18/03/2019;18;3;1;80;15;37;21;6;0;9.8;16.6;3.4;1020.3;16.1;42.7
19/03/2019;19;3;2;48;13;37;23;4;0;10.6;17.3;5.6;1024.7;10.2;38.8
20/03/2019;20;3;3;47;14;36;28;4;0;8.9;16.2;0.6;1026.5;12.4;47.2
21/03/2019;21;3;4;43;20;39;32;4;0;8.6;16.6;0.4;1027.8;7.9;40.4
22/03/2019;22;3;5;50;27;38;21;4;0;10.4;20;-0.3;1027.6;6.2;44.2
23/03/2019;23;3;6;68;22;37;18;4;0;12.5;21.3;2.7;1026.3;6.2;43.3
24/03/2019;24;3;7;59;20;40;25;4;0;13.9;22.8;4;1023.9;7.8;47.4
25/03/2019;25;3;1;53;19;41;21;4;0;14;22.6;5.8;1022.0;8.1;35.9
26/03/2019;26;3;2;56;19;31;32;4;0;13.3;23;5.9;1019.2;13.9;34.8
27/03/2019;27;3;3;51;21;40;32;4;0;10.8;20.4;0.8;1021.0;11.3;27.5
28/03/2019;28;3;4;49;25;43;28;4;0;10.9;20.4;1.5;1025.1;5.9;30.6
29/03/2019;29;3;5;47;29;46;20;4;0;10.7;19.2;1.4;1025.5;5.6;34.0
30/03/2019;30;3;6;43;27;31;19;4;0;11.2;19.9;1.6;1022.7;11.4;40.5
31/03/2019;31;3;7;49;14;30;26;4;0.6;9.8;13;6.4;1016.4;6.5;42.8
01/04/2019;1;4;1;35;18;35;29;4;0;12.1;17.7;8.9;1014.0;5.6;78.2
02/04/2019;2;4;2;41;20;40;24;4;0;12.8;19.4;7;1014.4;6.0;67.4
03/04/2019;3;4;3;47;14;42;25;4;0;11.2;16;3.9;1011.3;10.4;57.0
04/04/2019;4;4;4;30;13;34;25;2;0.8;9.1;15.5;0.8;1005.4;17.4;38.5
05/04/2019;5;4;5;27;10;37;17;4;6;7;10.8;3.9;1001.3;17.6;46.4
06/04/2019;6;4;6;25;9;40;16;2;1.1;7.1;12.3;3.6;1002.0;20.0;78.7
07/04/2019;7;4;7;21;10;41;24;4;3.6;8.7;14.7;5;1006.1;21.1;67.7
08/04/2019;8;4;1;30;11;36;25;4;0.1;11.2;18;7.6;1013.2;11.0;74.0
09/04/2019;9;4;2;28;11;35;25;4;1;9.7;15;6.1;1012.9;18.8;65.8
10/04/2019;10;4;3;23;11;40;24;5;0;10.4;16.1;6;1013.3;19.5;59.5
11/04/2019;11;4;4;25;13;46;30;4;0;10.1;17.7;3.2;1016.7;10.3;57.4
12/04/2019;12;4;5;29;18;52;31;4;0;11;20.4;1.5;1019.2;12.7;51.8
13/04/2019;13;4;6;47;19;33;19;3;0;13.2;22.8;1.2;1018.4;6.9;46.2
14/04/2019;14;4;7;49;22;44;24;4;0;16;24.9;5.7;1017.4;6.9;34.0
15/04/2019;15;4;1;51;18;44;26;4;0;16.9;25.9;10.1;1013.9;7.6;56.0
16/04/2019;16;4;2;33;20;39;19;4;0;14.4;22.9;4.6;1014.3;14.0;54.8
17/04/2019;17;4;3;41;20;43;14;3;16.4;16.7;25;9.8;1014.4;10.1;47.9
18/04/2019;18;4;4;40;7;34;15;3;12.5;10.8;13.2;9.7;1011.0;13.7;66.6
19/04/2019;19;4;5;22;12;46;9;4;10;9.8;11.4;8.8;1013.9;6.0;89.3
20/04/2019;20;4;6;36;13;42;7;4;0;14.3;20.3;9.8;1018.1;11.8;82.2
21/04/2019;21;4;7;33;15;40;21;3;0;11.1;13.8;9.3;1015.6;14.1;56.4
22/04/2019;22;4;1;42;12;41;23;3;0.1;13.2;19.6;6.5;1008.4;10.2;68.3
23/04/2019;23;4;2;34;8;30;22;3;2;11;14.4;6.8;997.9;12.4;59.4
24/04/2019;24;4;3;17;8;36;11;4;27.9;8.8;12.2;5.6;1002.3;23.9;73.0
25/04/2019;25;4;4;18;11;39;22;4;0;10.9;15.1;7.9;1006.2;23.0;86.7
26/04/2019;26;4;5;23;14;38;28;4;0;12.6;18.3;6.6;1017.2;25.1;58.5
27/04/2019;27;4;6;35;15;42;18;4;0;13.4;22.3;3.9;1025.7;7.2;56.2
28/04/2019;28;4;7;42;13;40;24;4;0;17.1;25.4;8.8;1024.0;6.9;55.3
29/04/2019;29;4;1;31;15;40;25;4;0;18.4;25.7;9.9;1018.4;8.1;46.1
30/04/2019;30;4;2;34;14;30;10;4;0;18.8;27.1;9.6;1015.0;5.3;49.5
01/05/2019;1;5;3;33;12;50;12;4;0;18.2;26.4;8.7;1012.8;6.5;44.6
02/05/2019;2;5;4;29;12;36;15;2;0;18.2;25.2;10.3;1011.3;8.6;52.0
03/05/2019;3;5;5;31;10;43;11;4;0;15.2;21.3;8.8;1010.7;6.1;57.5
04/05/2019;4;5;6;23;9;42;11;4;0;14;23.8;4.2;1012.9;12.4;52.2
05/05/2019;5;5;7;23;13;46;30;4;0;14.8;23.3;7.3;1014.0;9.2;41.8
06/05/2019;6;5;1;28;21;34;22;4;0;16.8;25.9;4.2;1016.6;6.3;38.4
07/05/2019;7;5;2;43;15;33;16;4;0;17.9;24.9;10.5;1015.5;12.4;44.3
08/05/2019;8;5;3;27;15;33;20;4;0;17.5;20.9;13.7;1012.7;26.9;56.6
09/05/2019;9;5;4;27;13;26;18;4;0;17.4;24.3;11;1012.2;24.2;58.7
10/05/2019;10;5;5;25;15;44;18;4;0;20.2;26.3;15.5;1012.4;24.6;63.2
11/05/2019;11;5;6;32;12;43;12;4;0;19.2;27.9;9.5;1015.5;14.2;58.6
12/05/2019;12;5;7;27;11;41;23;4;0;18.7;28.6;8.3;1022.4;13.4;34.6
13/05/2019;13;5;1;25;15;58;28;3;0;20.9;31.8;8.9;1020.7;8.5;23.8
14/05/2019;14;5;2;31;25;44;30;4;0;20.7;30.3;8.7;1016.5;6.8;25.0
15/05/2019;15;5;3;46;19;43;24;4;0;22.2;33.9;9.1;1012.3;5.4;36.4
16/05/2019;16;5;4;41;21;40;18;3;0;21;31;11.5;1008.6;8.2;27.9
17/05/2019;17;5;5;38;10;37;10;4;0;14.3;19.5;9.6;1004.6;26.3;42.2
18/05/2019;18;5;6;19;8;42;11;3;0;13.8;19.6;8.7;1009.9;16.3;44.8
19/05/2019;19;5;7;19;8;42;19;3;0;15.4;21.4;9.4;1010.7;9.4;38.4
20/05/2019;20;5;1;20;15;46;25;4;0;15.9;23.5;6.8;1011.9;8.8;42.5
21/05/2019;21;5;2;32;15;51;25;4;0;18.9;26.6;13.2;1011.8;8.4;35.0
22/05/2019;22;5;3;38;24;45;35;4;0;20.6;28.8;9.8;1014.4;8.7;38.1
23/05/2019;23;5;4;51;21;38;17;4;0;22;30;12.2;1014.7;6.7;36.0
24/05/2019;24;5;5;44;11;36;8;4;0;19.5;25.3;12.7;1012.3;14.0;37.7
25/05/2019;25;5;6;27;9;35;9;4;0;17.9;25.9;10.1;1015.7;14.4;46.7
26/05/2019;26;5;7;24;11;36;20;4;0;18.8;28;8.7;1018.0;12.1;45.6
27/05/2019;27;5;1;30;13;41;15;4;0;21;29.8;11.4;1014.6;11.0;41.9
28/05/2019;28;5;2;28;12;32;14;4;0;19.3;27.3;12.5;1012.0;12.7;41.4
29/05/2019;29;5;3;31;11;37;21;4;0;18.5;28.2;9.8;1018.2;17.1;35.3
30/05/2019;30;5;4;26;17;52;28;4;0;22.2;31.8;11.6;1021.8;11.7;37.8
31/05/2019;31;5;5;32;23;55;22;4;0;24;32.8;12.6;1021.0;7.3;27.5
01/06/2019;1;6;6;52;23;56;18;4;0;24.8;34;13.1;1018.9;6.3;28.9
02/06/2019;2;6;7;51;23;51;34;4;0;26.2;35;14.5;1016.1;7.7;27.0
03/06/2019;3;6;1;55;26;38;23;3;0;26.8;34;16.8;1013.5;8.6;26.6
04/06/2019;4;6;2;50;19;35;16;4;0;23.8;29.7;18;1010.2;15.2;26.7
05/06/2019;5;6;3;35;16;42;21;3;0;18.3;22.7;13.5;1006.8;26.0;38.4
06/06/2019;6;6;4;30;17;38;17;5;2.4;18.1;25.6;8.3;1012.2;15.1;33.0
07/06/2019;7;6;5;31;13;45;14;4;0;16.9;22.7;10.8;1009.2;26.7;38.0
08/06/2019;8;6;6;26;25;40;11;4;0;20.2;29.7;9.4;1018.5;11.7;32.9
09/06/2019;9;6;7;44;18;41;16;4;0;21.4;27.8;11.9;1014.9;14.3;42.1
10/06/2019;10;6;1;34;13;36;11;4;0;20.2;27.3;12.6;1013.6;14.1;32.2
11/06/2019;11;6;2;28;9;44;19;4;0;17.1;22.2;11.1;1010.8;12.4;29.9
12/06/2019;12;6;3;18;17;46;20;4;0;16.9;25.8;5.6;1013.6;12.5;36.1
13/06/2019;13;6;4;37;23;40;21;4;0;21.3;29.3;11;1009.4;10.0;34.2
14/06/2019;14;6;5;49;18;43;13;4;0;20.5;26;12.2;1007.6;14.6;28.3
15/06/2019;15;6;6;35;20;45;19;4;0;19.7;26.8;10.9;1013.8;20.0;33.0
16/06/2019;16;6;7;39;26;46;26;4;0;21.5;30.8;11.1;1017.3;7.6;31.5
17/06/2019;17;6;1;55;25;44;24;4;0;24.6;32.5;12.7;1015.0;7.6;27.5
18/06/2019;18;6;2;56;25;30;13;4;0;25.7;31.4;18;1011.2;12.6;19.5
19/06/2019;19;6;3;39;22;33;21;4;0;23.7;28;19.1;1011.4;20.5;33.1
20/06/2019;20;6;4;35;21;39;16;4;0;23.2;29.8;14.6;1012.2;14.4;42.8
21/06/2019;21;6;5;39;20;43;14;3;0;23.8;30.4;16.7;1010.8;12.8;40.9
22/06/2019;22;6;6;40;28;42;20;4;0;24.8;32.9;15.3;1013.5;10.4;39.9
23/06/2019;23;6;7;57;29;37;17;4;0;26.4;34.2;15.7;1011.0;9.1;33.3
24/06/2019;24;6;1;60;31;39;20;4;0;26.8;33.2;19.7;1009.7;11.3;26.2
25/06/2019;25;6;2;54;38;41;19;4;0;27.7;35.7;18.2;1011.3;11.7;38.8
26/06/2019;26;6;3;64;50;39;18;5;0;29.6;36.5;21.3;1011.7;13.4;38.7
27/06/2019;27;6;4;81;47;43;22;5;0;31.2;40.3;22;1012.9;14.1;34.0
28/06/2019;28;6;5;81;28;62;19;4;0;32.4;41.2;20.8;1013.5;18.0;28.5
29/06/2019;29;6;6;67;33;50;17;5;0;31.8;41.1;19.8;1012.6;11.9;19.9
30/06/2019;30;6;7;72;37;45;20;4;0;32.1;39;21.8;1011.7;8.4;18.3
01/07/2019;1;7;1;71;39;57;19;5;0;29.6;37.1;22.5;1012.0;10.7;22.4
02/07/2019;2;7;2;64;35;49;16;5;10.4;27.6;35.3;18.6;1012.2;11.3;34.4
03/07/2019;3;7;3;62;33;45;14;4;0;27.8;35.8;19;1010.6;10.8;48.3
04/07/2019;4;7;4;61;38;45;19;4;0;28.8;34.5;21.6;1010.1;14.6;31.3
05/07/2019;5;7;5;63;31;42;17;4;0;28.4;34.7;21.1;1012.3;14.0;33.1
06/07/2019;6;7;6;51;23;44;16;4;0;27.2;35.1;16.4;1012.8;11.4;29.0
07/07/2019;7;7;7;46;23;41;13;4;0;27.3;34.6;16.7;1010.8;12.0;25.4
08/07/2019;8;7;1;45;22;51;15;4;0.3;25.3;31.5;19.1;1008.5;11.7;28.4
09/07/2019;9;7;2;57;17;60;18;4;0;23.1;29.9;15.9;1010.4;11.6;43.4
10/07/2019;10;7;3;39;27;65;32;4;0;25.3;34.1;15.5;1013.7;10.2;44.0
11/07/2019;11;7;4;53;32;58;23;2;0;28.7;38.3;17.1;1012.4;6.9;33.7
12/07/2019;12;7;5;59;48;42;19;0;0.3;30.7;40.3;19.5;1011.6;6.7;25.7
13/07/2019;13;7;6;68;40;40;8;2;0;30.2;36.1;20.9;1011.2;6.9;26.1
14/07/2019;14;7;7;64;22;46;21;4;0;27.7;34.8;20.1;1008.8;16.6;37.4
15/07/2019;15;7;1;53;24;52;21;4;0;28;36.7;19.1;1010.4;10.5;33.8
16/07/2019;16;7;2;46;33;50;18;4;0;29.5;37.7;19.1;1010.5;10.7;28.1
17/07/2019;17;7;3;56;29;69;17;5;0;28.4;34.3;21.7;1008.9;10.3;31.7
18/07/2019;18;7;4;56;25;57;14;5;0;29.1;36.5;19.7;1010.7;7.8;36.5
19/07/2019;19;7;5;50;27;59;7;5;0;30.6;37.7;20.6;1011.0;9.1;31.6
20/07/2019;20;7;6;50;33;51;6;5;0;31.4;38.5;22.5;1009.6;10.3;26.1
21/07/2019;21;7;7;53;36;41;12;5;1.3;31.2;39.3;22.8;1012.2;10.3;30.0
22/07/2019;22;7;1;52;37;51;12;5;0;30.9;38.5;21.7;1015.9;9.7;32.3
23/07/2019;23;7;2;53;40;54;18;5;4.8;31;39.2;23.9;1014.9;13.1;23.1
24/07/2019;24;7;3;57;35;38;24;5;0;30.8;38.3;21.2;1013.2;14.3;33.5
25/07/2019;25;7;4;59;27;30;16;4;0;30.8;37.6;22.3;1010.3;11.0;25.7
26/07/2019;26;7;5;51;16;27;9;4;0;28.4;32.3;23.6;1008.6;15.7;28.2
27/07/2019;27;7;6;37;11;35;7;3;0;24.4;28.8;19.1;1007.3;19.2;28.8
28/07/2019;28;7;7;26;15;32;16;1;0;23.3;31;14.6;1008.8;17.6;43.5
29/07/2019;29;7;1;35;14;40;10;0;0;26.2;33.8;16;1008.6;9.0;29.9
30/07/2019;30;7;2;33;25;42;9;0;0;24.5;31.9;15.9;1010.6;13.1;27.0
31/07/2019;31;7;3;52;40;41;11;2;0;26.2;35.1;17.4;1013.5;11.2;30.9
01/08/2019;1;8;4;67;27;54;17;2;0;28.2;35.1;21.2;1010.0;14.1;43.2
02/08/2019;2;8;5;58;24;52;15;2;0;28.9;36.6;19.8;1010.4;12.3;31.1
03/08/2019;3;8;6;55;29;46;13;2;0;28.9;36.9;19.6;1011.3;7.2;26.0
04/08/2019;4;8;7;65;25;43;20;2;0;28.8;36.6;17.4;1010.6;9.3;21.8
05/08/2019;5;8;1;56;23;42;15;2;0;28.7;36.8;17.4;1011.2;10.0;23.8
06/08/2019;6;8;2;42;19;27;11;4;0;28.6;36.5;17.5;1010.2;10.2;22.3
07/08/2019;7;8;3;32;15;28;11;4;0;27;29.1;23.4;1007.9;16.1;24.5
08/08/2019;8;8;4;29;21;14;6;3;0;27.5;34.7;17.6;1012.3;13.2;45.9
09/08/2019;9;8;5;35;21;40;8;3;0;27.8;32.7;23.4;1010.7;19.0;39.5
10/08/2019;10;8;6;29;18;42;7;3;0;26.3;32.6;19.2;1014.3;19.0;52.4
11/08/2019;11;8;7;39;21;38;9;3;0;24.8;30.8;17.4;1013.5;10.3;28.5
12/08/2019;12;8;1;47;16;40;10;3;0;21.9;28.7;14;1014.4;15.5;30.5
13/08/2019;13;8;2;41;17;51;16;2;0;22.8;31;15.1;1017.7;15.1;31.6
14/08/2019;14;8;3;47;19;45;17;2;0;25.3;34.1;14.2;1017.3;7.3;28.1
15/08/2019;15;8;4;61;18;42;12;2;0;27.7;36.4;15.9;1016.1;6.8;26.4
16/08/2019;16;8;5;58;19;42;21;2;0;29.1;36.9;18.9;1014.4;8.6;32.3
17/08/2019;17;8;6;66;23;41;18;2;0;29.8;37.6;18.7;1012.5;10.1;29.5
18/08/2019;18;8;7;66;21;32;15;2;0;28.2;36.6;16.4;1010.1;12.8;23.6
19/08/2019;19;8;1;55;16;35;9;2;0.1;27.6;33.6;20.1;1010.3;16.4;27.0
20/08/2019;20;8;2;52;16;41;11;2;0;24.8;31.7;19.8;1012.1;14.0;42.7
21/08/2019;21;8;3;50;19;46;23;3;10.9;23.9;31.9;18;1016.9;12.7;47.8
22/08/2019;22;8;4;60;20;55;24;2;0;23.8;33.1;15.3;1018.1;8.0;67.5
23/08/2019;23;8;5;62;21;61;24;2;0;24.9;33.5;16;1017.8;6.6;36.2
24/08/2019;24;8;6;62;21;44;9;2;0;25.9;34.9;16;1016.8;5.8;35.3
25/08/2019;25;8;7;59;18;31;14;2;0.1;27.1;34.3;19;1014.8;6.9;34.1
26/08/2019;26;8;1;54;18;46;17;2;33.3;22.3;30.2;15.6;1012.3;11.0;34.0
27/08/2019;27;8;2;51;21;58;29;2;0;21.4;28;15.6;1014.3;10.3;76.6
28/08/2019;28;8;3;58;25;59;32;2;0;23.7;31.5;15.9;1015.4;5.1;61.3
29/08/2019;29;8;4;65;25;54;23;2;0;25.7;34.1;17.5;1016.0;6.5;50.6
30/08/2019;30;8;5;61;25;55;31;2;0;25.9;35.2;18.2;1017.2;6.9;43.0
31/08/2019;31;8;6;65;26;44;27;2;0;25;33.6;16.7;1016.8;8.5;49.2
01/09/2019;1;9;7;68;23;44;16;2;0;25.4;34.1;17.2;1013.2;5.4;45.3
02/09/2019;2;9;1;62;21;46;21;2;0;24.8;32.3;17.8;1013.4;12.2;48.0
03/09/2019;3;9;2;55;21;55;25;2;0;25.6;34.1;16.5;1016.9;6.2;42.6
04/09/2019;4;9;3;55;19;30;11;2;0;25.7;34.4;15.9;1017.2;6.6;35.1
05/09/2019;5;9;4;51;14;35;14;2;0;21.9;28.3;15.1;1016.0;12.9;35.4
06/09/2019;6;9;5;41;14;43;13;2;0;19.3;27.9;11.4;1019.5;14.6;38.8
07/09/2019;7;9;6;37;17;43;12;2;0;21;29.2;14.3;1018.4;11.7;32.7
08/09/2019;8;9;7;49;21;40;21;2;0;22.9;30.7;15.8;1016.3;7.6;37.3
09/09/2019;9;9;1;56;27;28;11;2;0;23.3;30.9;13.5;1014.5;7.5;40.9
10/09/2019;10;9;2;47;13;36;12;2;0;17.7;22.2;14.1;1011.6;22.9;29.1
11/09/2019;11;9;3;37;18;35;21;2;0;20.1;27;14;1017.5;26.0;47.5
12/09/2019;12;9;4;47;20;31;19;2;0;22.1;30.2;14.5;1022.5;16.4;40.4
13/09/2019;13;9;5;53;20;26;14;4;3.7;19.2;22.5;16.2;1023.9;10.4;42.3
14/09/2019;14;9;6;61;23;25;16;0;14.1;17.7;23.1;16;1023.8;10.0;72.3
15/09/2019;15;9;7;65;24;33;27;1;7.4;18.2;21.3;16.1;1021.2;7.3;89.4
16/09/2019;16;9;1;62;28;45;26;2;0;20.4;26.9;16.2;1019.1;6.8;89.4
17/09/2019;17;9;2;73;25;38;28;2;0;21.5;29.2;14.7;1017.6;6.3;75.1
18/09/2019;18;9;3;68;26;43;31;2;0;21.5;28;15.9;1014.9;7.1;63.3
19/09/2019;19;9;4;69;30;33;18;2;0;21.9;29.6;15.3;1015.2;6.2;59.7
20/09/2019;20;9;5;75;27;28;17;3;10.2;20.8;25.7;16.3;1014.5;7.2;60.3
21/09/2019;21;9;6;71;22;28;12;2;2.5;18.9;21.7;15;1013.0;10.9;76.1
22/09/2019;22;9;7;62;15;30;26;2;0;19.4;24.1;13.6;1011.9;11.6;80.0
23/09/2019;23;9;1;47;22;30;28;2;0;17.3;24.2;10.1;1016.9;11.0;62.5
24/09/2019;24;9;2;60;19;26;21;2;0;19.8;27.6;10.5;1019.5;6.9;64.8
25/09/2019;25;9;3;56;17;34;29;2;0;19.9;25.6;13.9;1015.9;13.5;52.9
26/09/2019;26;9;4;50;25;38;36;2;0;20;28;12;1017.7;6.9;54.8
27/09/2019;27;9;5;65;19;33;32;2;0;20.7;29.4;12;1017.9;6.8;54.8
28/09/2019;28;9;6;53;24;43;27;2;0;19.6;29;10.2;1018.3;6.8;46.3
29/09/2019;29;9;7;57;22;36;40;2;0;20;30.5;9.7;1018.4;6.9;45.7
30/09/2019;30;9;1;55;29;29;35;2;0;20.5;30.3;10;1017.0;6.5;44.4
01/10/2019;1;10;2;58;20;32;17;1;0;19.3;27.7;10.2;1014.2;8.0;40.3
02/10/2019;2;10;3;51;17;24;33;2;0;18.3;24.2;11.4;1014.0;13.9;47.3
03/10/2019;3;10;4;46;24;31;38;2;0;17.1;26.2;8.5;1018.6;8.7;50.0
04/10/2019;4;10;5;49;24;36;26;2;0;18.7;28.5;8.8;1018.1;5.3;49.4
05/10/2019;5;10;6;45;21;35;27;2;0;19.2;28.3;10.7;1015.4;6.9;47.4
06/10/2019;6;10;7;38;22;21;40;3;0;19.4;28.7;9.9;1016.4;5.4;53.1
07/10/2019;7;10;1;42;25;27;37;3;0;20.2;29.8;12.1;1018.1;4.5;44.7
08/10/2019;8;10;2;42;31;29;32;3;0;20.6;30.1;11.7;1018.1;5.6;47.0
09/10/2019;9;10;3;53;27;30;34;2;0;20.8;29.6;12.4;1015.8;6.5;48.5
10/10/2019;10;10;4;44;33;27;30;2;0;19.4;27.7;13.1;1016.8;8.3;48.4
11/10/2019;11;10;5;58;30;25;14;2;0;20.2;28;12.6;1018.9;6.8;62.9
12/10/2019;12;10;6;51;26;30;20;2;4.6;21.5;28.1;15.8;1016.1;5.9;57.7
13/10/2019;13;10;7;48;26;27;19;2;0;18.2;25;12.7;1014.8;11.0;67.2
14/10/2019;14;10;1;53;11;21;17;2;1.6;15.8;20.9;10.7;1012.3;10.7;67.5
15/10/2019;15;10;2;21;12;27;25;2;0;13;17.7;7.4;1016.4;19.5;63.4
16/10/2019;16;10;3;25;16;19;27;2;0.7;12.9;19.7;6;1021.0;10.0;58.1
17/10/2019;17;10;4;37;15;16;19;2;1.8;12.6;16.7;6.9;1019.0;9.5;59.8
18/10/2019;18;10;5;41;13;25;13;2;0;17.3;21.3;14.2;1017.8;11.4;85.1
19/10/2019;19;10;6;33;8;24;12;4;12.1;14.9;19.3;11.4;1013.0;14.6;74.6
20/10/2019;20;10;7;22;8;20;25;2;2.8;11.6;14.1;6.6;1006.5;17.2;76.4
21/10/2019;21;10;1;25;10;18;23;2;0;9.2;16.3;3.6;1015.2;10.7;78.6
22/10/2019;22;10;2;26;9;19;20;2;7;9.1;12.2;5.9;1017.3;7.4;70.0
23/10/2019;23;10;3;26;11;27;23;1;2.2;9.3;11.6;8.3;1009.2;8.5;83.8
24/10/2019;24;10;4;24;21;16;37;2;0;11.8;18;7.3;1012.1;7.0;88.6
25/10/2019;25;10;5;52;31;19;34;2;0;12.3;21.1;5.9;1023.0;8.1;75.2
26/10/2019;26;10;6;71;23;20;31;3;0;13.2;23.2;5.8;1022.8;5.5;77.9
27/10/2019;27;10;7;59;25;25;32;2;0;13.6;22.3;6.5;1021.4;5.2;73.2
28/10/2019;28;10;1;61;34;7;34;2;0;15.9;22.7;11.2;1019.2;5.1;72.3
29/10/2019;29;10;2;79;45;19;28;2;0;13;19;8.8;1017.2;6.6;71.5
30/10/2019;30;10;3;99;21;21;20;2;0;14.5;18.8;8.7;1021.1;4.2;86.1
31/10/2019;31;10;4;53;18;14;13;2;0.3;17.8;22.5;12.4;1021.9;7.6;78.1
01/11/2019;1;11;5;50;19;23;9;2;0;17.9;21.6;14.3;1021.2;12.8;71.9
02/11/2019;2;11;6;46;11;32;10;2;0;17.2;19.8;14.5;1014.5;23.8;79.1
03/11/2019;3;11;7;26;12;26;13;2;0;15.2;17.3;13.7;1005.1;30.4;71.9
04/11/2019;4;11;1;20;9;24;18;2;2.4;14.8;18.1;10.6;1010.1;27.7;61.0
05/11/2019;5;11;2;19;9;22;19;2;0;11.4;15.8;8.9;1008.3;26.0;69.5
06/11/2019;6;11;3;19;10;26;17;4;0;11.7;15.1;8.5;1014.0;20.7;62.5
07/11/2019;7;11;4;22;6;25;13;2;0.1;10.6;13.5;6.1;1013.1;16.3;62.7
08/11/2019;8;11;5;16;8;24;14;2;0;9;13.3;5.6;1013.1;24.7;54.2
09/11/2019;9;11;6;17;7;26;14;2;0.6;8.8;12.7;6.6;1019.2;23.2;52.5
10/11/2019;10;11;7;18;10;20;26;2;0;7.9;11.4;2.3;1017.9;18.1;62.6
11/11/2019;11;11;1;28;14;25;27;3;0;7.6;13.5;2;1018.9;12.4;74.4
12/11/2019;12;11;2;33;11;24;15;3;2.3;9.1;14.3;3.2;1017.4;6.3;69.7
13/11/2019;13;11;3;25;8;17;13;5;1.1;13;17.4;8.9;1010.2;19.9;68.8
14/11/2019;14;11;4;21;6;20;15;3;2.2;8.1;11.4;5.4;1008.4;13.3;64.9
15/11/2019;15;11;5;14;9;25;19;2;0;6.8;10;3.2;1002.7;21.4;63.2
16/11/2019;16;11;6;21;11;22;15;2;0;6.1;11.7;0.3;1008.9;13.4;63.5
